Posted Date,Letter Issue Date,Company Name,Warning Letter URL,Issuing Office,Subject
"<time datetime=""2025-09-11T04:00:00Z"">09/11/2025</time>
","<time datetime=""2025-09-11T04:00:00Z"">09/11/2025</time>
",Cordova Tobacco & Vape,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/cordova-tobacco-vape-711225-09112025,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2025-09-11T04:00:00Z"">09/11/2025</time>
","<time datetime=""2025-09-11T04:00:00Z"">09/11/2025</time>
",Smart Toothpicks LLC,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/smart-toothpicks-llc-716396-09112025,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2025-09-09T04:00:00Z"">09/09/2025</time>
","<time datetime=""2025-06-11T04:00:00Z"">06/11/2025</time>
","Jalisco Fresh Produce, Inc.",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/jalisco-fresh-produce-inc-710484-06112025,Division of West Coast Imports,Foreign Supplier Verification Program (FSVP)
"<time datetime=""2025-09-09T04:00:00Z"">09/09/2025</time>
","<time datetime=""2025-08-20T04:00:00Z"">08/20/2025</time>
",Hikal Limited,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/hikal-limited-709370-08202025,Center for Drug Evaluation and Research (CDER),CGMP/Active Pharmaceutical Ingredient (API)/Adulterated
"<time datetime=""2025-09-09T04:00:00Z"">09/09/2025</time>
","<time datetime=""2025-09-04T04:00:00Z"">09/04/2025</time>
","Shirish M. Gadgeel, M.D.",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/shirish-m-gadgeel-md-716181-09042025,Center for Drug Evaluation and Research (CDER),Clinical Investigator
"<time datetime=""2025-09-02T04:00:00Z"">09/02/2025</time>
","<time datetime=""2025-08-25T04:00:00Z"">08/25/2025</time>
",Green Vitality dba Gr33n,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/green-vitality-dba-gr33n-710151-08252025,Center for Drug Evaluation and Research (CDER),"Unapproved New Drugs/Ophthalmic Drug Products<br />
<br />
"
"<time datetime=""2025-09-02T04:00:00Z"">09/02/2025</time>
","<time datetime=""2025-08-25T04:00:00Z"">08/25/2025</time>
","My Holistic Honey c/o Shenzhen Qanhai Wanb Express Supply Chain Co., LTD",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/my-holistic-honey-co-shenzhen-qanhai-wanb-express-supply-chain-co-ltd-712052-08252025,Center for Drug Evaluation and Research (CDER),Unapproved New Drugs/Ophthalmic Drug Products
"<time datetime=""2025-09-02T04:00:00Z"">09/02/2025</time>
","<time datetime=""2025-08-25T04:00:00Z"">08/25/2025</time>
",Homeopathic Educational Services dba Homeopathic Family Medicine,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/homeopathic-educational-services-dba-homeopathic-family-medicine-708635-08252025,Center for Drug Evaluation and Research (CDER),Unapproved New Drugs/Ophthalmic Drug Products
"<time datetime=""2025-09-02T04:00:00Z"">09/02/2025</time>
","<time datetime=""2025-08-25T04:00:00Z"">08/25/2025</time>
",Mel Honey US,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/mel-honey-us-709535-08252025,Center for Drug Evaluation and Research (CDER),Unapproved New Drugs/Ophthalmic Drug Products
"<time datetime=""2025-09-02T04:00:00Z"">09/02/2025</time>
","<time datetime=""2025-08-25T04:00:00Z"">08/25/2025</time>
",Supply Center USA,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/supply-center-usa-710859-08252025,Center for Drug Evaluation and Research (CDER),Unapproved New Drugs/Ophthalmic Drug Products
"<time datetime=""2025-09-02T04:00:00Z"">09/02/2025</time>
","<time datetime=""2025-08-25T04:00:00Z"">08/25/2025</time>
",Trew Balance,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/trew-balance-709880-08252025,Center for Drug Evaluation and Research (CDER),Unapproved New Drugs/Ophthalmic Drug Products
"<time datetime=""2025-09-02T04:00:00Z"">09/02/2025</time>
","<time datetime=""2025-08-25T04:00:00Z"">08/25/2025</time>
",Life Enthusiast Co-op,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/life-enthusiast-co-op-709315-08252025,Center for Drug Evaluation and Research (CDER),Unapproved New Drugs/Ophthalmic Drug Products
"<time datetime=""2025-09-02T04:00:00Z"">09/02/2025</time>
","<time datetime=""2025-08-22T04:00:00Z"">08/22/2025</time>
","Wisconsin Pharmacal Company, LLC",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/wisconsin-pharmacal-company-llc-710329-08222025,Center for Drug Evaluation and Research (CDER),CGMP/Finished Pharmaceuticals/Adulterated
"<time datetime=""2025-09-02T04:00:00Z"">09/02/2025</time>
","<time datetime=""2025-07-16T04:00:00Z"">07/16/2025</time>
","Synergy Animal Products, Inc.",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/synergy-animal-products-inc-712860-07162025,Center for Veterinary Medicine,Unapproved New Animal Drug Products
"<time datetime=""2025-09-02T04:00:00Z"">09/02/2025</time>
","<time datetime=""2025-08-28T04:00:00Z"">08/28/2025</time>
","HS GLOBAL DISTRIBUTION LLC, d/b/a O&Z WHOLESALE",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/hs-global-distribution-llc-dba-oz-wholesale-715189-08282025,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2025-09-02T04:00:00Z"">09/02/2025</time>
","<time datetime=""2025-08-20T04:00:00Z"">08/20/2025</time>
",Chromatography Institute of America dba Compounder’s International Analytical Laboratory,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/chromatography-institute-america-dba-compounders-international-analytical-laboratory-708944-08202025,Center for Drug Evaluation and Research (CDER),CGMP/Finished Pharmaceutical/API/Adulterated
"<time datetime=""2025-09-02T04:00:00Z"">09/02/2025</time>
","<time datetime=""2025-08-27T04:00:00Z"">08/27/2025</time>
",chillzoneusa.com,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/chillzoneusacom-715556-08272025,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2025-09-02T04:00:00Z"">09/02/2025</time>
","<time datetime=""2025-08-27T04:00:00Z"">08/27/2025</time>
","Amneal Pharmaceuticals, LLC",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/amneal-pharmaceuticals-llc-709894-08272025,Center for Drug Evaluation and Research (CDER),CGMP/Finished Pharmaceuticals/Adulterated
"<time datetime=""2025-09-02T04:00:00Z"">09/02/2025</time>
","<time datetime=""2025-08-27T04:00:00Z"">08/27/2025</time>
",ejuices.com,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/ejuicescom-715645-08272025,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2025-08-28T04:00:00Z"">08/28/2025</time>
","<time datetime=""2025-08-28T04:00:00Z"">08/28/2025</time>
",911 Vapor Inc,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/911-vapor-inc-709627-08282025,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2025-08-28T04:00:00Z"">08/28/2025</time>
","<time datetime=""2025-08-28T04:00:00Z"">08/28/2025</time>
",Atomic Vapor LLC,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/atomic-vapor-llc-715190-08282025,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2025-08-28T04:00:00Z"">08/28/2025</time>
","<time datetime=""2025-08-28T04:00:00Z"">08/28/2025</time>
",Xhale Vapor N Smoke,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/xhale-vapor-n-smoke-710032-08282025,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2025-08-26T04:00:00Z"">08/26/2025</time>
","<time datetime=""2025-08-11T04:00:00Z"">08/11/2025</time>
","LeMaitre Vascular, Inc.",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/lemaitre-vascular-inc-713502-08112025,Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated
"<time datetime=""2025-08-26T04:00:00Z"">08/26/2025</time>
","<time datetime=""2025-08-15T04:00:00Z"">08/15/2025</time>
",store.iplayvape.com,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/storeiplayvapecom-714795-08152025,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2025-08-26T04:00:00Z"">08/26/2025</time>
","<time datetime=""2025-07-31T04:00:00Z"">07/31/2025</time>
",Eurobread Inc. dba First Harvest,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/eurobread-inc-dba-first-harvest-705728-07312025,Division of Southeast Imports,Foreign Supplier Verification Program (FSVP)
"<time datetime=""2025-08-26T04:00:00Z"">08/26/2025</time>
","<time datetime=""2025-08-15T04:00:00Z"">08/15/2025</time>
",Platinum Biologics LLC,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/platinum-biologics-llc-705090-08152025,Center for Biologics Evaluation and Research,"Deviations/CFR/Regulations for Human Cells, Tissues &amp; Cellular Products (HCT/Ps)"
"<time datetime=""2025-08-26T04:00:00Z"">08/26/2025</time>
","<time datetime=""2025-08-15T04:00:00Z"">08/15/2025</time>
",Innate Healthcare Institute,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/innate-healthcare-institute-695592-08152025,Center for Biologics Evaluation and Research (CBER),"Deviations/CFR/Regulations for Human Cells, Tissues &amp; Cellular Products (HCT/Ps)"
"<time datetime=""2025-08-26T04:00:00Z"">08/26/2025</time>
","<time datetime=""2025-08-22T04:00:00Z"">08/22/2025</time>
",bjwholesale.net,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/bjwholesalenet-715334-08222025,Center for Tobacco Products,"Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded<br />
"
"<time datetime=""2025-08-26T04:00:00Z"">08/26/2025</time>
","<time datetime=""2025-07-29T04:00:00Z"">07/29/2025</time>
",AlzClipp / UniUni,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/alzclipp-uniuni-711274-07292025,Center for Drug Evaluation and Research (CDER),Unapproved New Drugs/Misbranded
"<time datetime=""2025-08-26T04:00:00Z"">08/26/2025</time>
","<time datetime=""2025-08-22T04:00:00Z"">08/22/2025</time>
",divineliquors.com,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/divineliquorscom-715358-08222025,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2025-08-26T04:00:00Z"">08/26/2025</time>
","<time datetime=""2025-07-30T04:00:00Z"">07/30/2025</time>
",Uscom Kft,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/uscom-kft-708491-07302025,Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/PMA/Adulterated/Misbranded
"<time datetime=""2025-08-26T04:00:00Z"">08/26/2025</time>
","<time datetime=""2025-07-11T04:00:00Z"">07/11/2025</time>
",Jiangsu Kerbio Medical Technology Group Co.,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/jiangsu-kerbio-medical-technology-group-co-705188-07112025,Center for Devices and Radiological Health,Good Laboratory Practice (GLP) for Nonclinical Laboratory Studies
"<time datetime=""2025-08-26T04:00:00Z"">08/26/2025</time>
","<time datetime=""2025-08-19T04:00:00Z"">08/19/2025</time>
",Miach Orthopaedics,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/miach-orthopaedics-709827-08192025,Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated
"<time datetime=""2025-08-26T04:00:00Z"">08/26/2025</time>
","<time datetime=""2025-06-25T04:00:00Z"">06/25/2025</time>
","CCIC Huatongwei International Inspection Co., Ltd.",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/ccic-huatongwei-international-inspection-co-ltd-704332-06252025,Center for Devices and Radiological Health,Good Laboratory Practice (GLP) for Nonclinical Laboratory Studies
"<time datetime=""2025-08-22T04:00:00Z"">08/22/2025</time>
","<time datetime=""2025-08-21T04:00:00Z"">08/21/2025</time>
",LA VAPOR INC.,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/la-vapor-inc-713354-08212025,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2025-08-22T04:00:00Z"">08/22/2025</time>
","<time datetime=""2025-08-21T04:00:00Z"">08/21/2025</time>
","LA EJUICE LLC, d/b/a Five Star Juice",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/la-ejuice-llc-dba-five-star-juice-713704-08212025,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2025-08-19T04:00:00Z"">08/19/2025</time>
","<time datetime=""2025-08-15T04:00:00Z"">08/15/2025</time>
",blackeditionliquidz.com,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/blackeditionliquidzcom-714806-08152025,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2025-08-19T04:00:00Z"">08/19/2025</time>
","<time datetime=""2025-08-08T04:00:00Z"">08/08/2025</time>
",zenithejuice.com,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/zenithejuicecom-714522-08082025,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2025-08-19T04:00:00Z"">08/19/2025</time>
","<time datetime=""2025-06-09T04:00:00Z"">06/09/2025</time>
",Boothwyn Pharmacy LLC,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/boothwyn-pharmacy-llc-710247-06092025,Center for Veterinary Medicine,Unapproved New Animal Drug/Adulterated/Misbranded
"<time datetime=""2025-08-19T04:00:00Z"">08/19/2025</time>
","<time datetime=""2025-07-30T04:00:00Z"">07/30/2025</time>
",Les Encres LLC,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/les-encres-llc-709263-07302025,Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated
"<time datetime=""2025-08-19T04:00:00Z"">08/19/2025</time>
","<time datetime=""2025-08-11T04:00:00Z"">08/11/2025</time>
","Everlaan Organics, Inc. dba Maple Organics",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/everlaan-organics-inc-dba-maple-organics-707956-08112025,Center for Drug Evaluation and Research (CDER),CGMP/OTC/Unapproved New Drugs/Misbranded
